,Specimen_ID,Species,area,aspect_ratio,tooth_density,trichome_q,region,trichome_categorical,stellate_hairs_stalked,type
517,P_Sweeney_2171_B,subsessile,39.756,1.815530303,0,4.97,w_col,1,0,IGE
518,subsessile_anti_DSCN6045_A_Cogollo_120_A_a,subsessile,13.542,1.840574975,0,4.97,w_col,1,0,IGE
519,subsessile1.jpg,subsessile,31.024,1.861298025,0.035641729,4.97,w_col,1,0,IGE
520,subsessile_Kalbreyer_523_B,subsessile,9.931,1.843833524,0.063881436,4.97,w_col,1,0,IGE
521,K000573667_B,subsessile,9.404,1.858550039,0.065876153,4.97,w_col,1,0,IGE
522,subsessile_1,subsessile,31.472,2.190320318,0.159913007,4.97,w_col,1,0,IGE
523,P_Sweeney_2169_A,subsessile,16.481,1.731686297,0.192706075,107.07,w_col,2,0,IGE
524,sulcatum_MD_2_w_Matiss,sulcatum,42.466,2.273118721,0,4466.34,oaxaca,4,1,LPT
525,sulcatum_MD_3_w_Matiss,sulcatum,51.485,2.001572602,0,4466.34,oaxaca,4,1,LPT
526,sulcatum 2 totontepec oaxaca 2019.2.DSCN9469.jpg,sulcatum,125.39,1.545105755,0.226149885,4466.34,oaxaca,4,1,LPT
527,Img0091.TIF_ceropelon_2_C,sulcatum,52.228,1.197396672,0.302938503,4466.34,oaxaca,4,1,LPT
528,sulcatum 4 (bottom only) totontepec oaxaca.DSCN9507.jpg,sulcatum,49.366,1.510463494,0.318066158,4466.34,oaxaca,4,1,LPT
529,sulcatum 1 totontepec oaxaca 3.DSCN9546.jpg,sulcatum,91.099,1.424692453,0.363877651,4466.34,oaxaca,4,1,LPT
530,Img0098.TIF_ceropelon_1_A,sulcatum,42.624,1.582650273,0.54661403,4466.34,oaxaca,4,1,LPT
531,Img0094.TIF_ceropelon_2_A,sulcatum,64.658,1.187222289,0.568269877,4466.34,oaxaca,4,1,LPT
532,sulcatum 3 (right/top only) totontepec oaxaca 2019.DSCN9460.jpg,sulcatum,7.893,1.544100353,0.619877402,4466.34,oaxaca,4,1,LPT
533,Img0095.TIF_ceropelon_1_B,sulcatum,45.552,1.563711002,0.652528548,4466.34,oaxaca,4,1,LPT
534,tiliaefolium_S_Avendano_R_367_A,tiliaefolium,73.831,0.884201338,0.234192037,973.72,east_mexico,3,1,LPT
535,J_Calzada_5454_A,tiliaefolium,85.516,1.217979905,0.446480568,973.72,east_mexico,3,1,LPT
536,F_Ventura_13356_Aa,tiliaefolium,107.806,1.042084168,0.469458137,973.72,east_mexico,3,1,LPT
537,tiliaefolium_G_Diggs_2833_A_a,tiliaefolium,94.894,1.422788931,0.502522275,973.72,east_mexico,3,1,LPT
538,tiliaefolium_C_G_Pringle_10807_A_a,tiliaefolium,120.946,1.325971977,0.523167605,973.72,east_mexico,3,1,LPT
539,tiliaefolium_MD_1_Tenango_de_Doria_Hidalgo_2016,tiliaefolium,99.224,1.224574185,0.555910148,973.72,east_mexico,3,1,LPT
540,R_Hernandez_1182_A,tiliaefolium,99.956,1.092559993,0.59552611,973.72,east_mexico,3,1,LPT
541,Sangolica_983_A_b,tiliaefolium,70.28,1.437824819,0.678258725,973.72,east_mexico,3,1,LPT
542,tiliaefolium_Paris_anonymous_4613_B_a,tiliaefolium,160.198,1.062653385,0.712519994,973.72,east_mexico,3,1,LPT
543,J_Linden_531_A_a,tiliaefolium,81.943,1.528564512,0.772744445,973.72,east_mexico,3,1,LPT
544,HUH_00266670_Aa,tiliaefolium,137.901,1.059262136,0.783185487,973.72,east_mexico,3,1,LPT
545,tiliaefolium_M_Chazaro_3414_A_a,tiliaefolium,98.126,1.108013937,0.792929391,973.72,east_mexico,3,1,LPT
546,J_Calzada_5430_Ab,tiliaefolium,66.923,1.090384615,0.828304343,973.72,east_mexico,3,1,LPT
547,R_Ortega_783_A,tiliaefolium,49.824,1.295698156,0.927938915,973.72,east_mexico,3,1,LPT
548,J_Fay_439_A,tiliaefolium,82.218,1.256216453,0.94180962,973.72,east_mexico,3,1,LPT
549,L_Correa_34_A,tinoides1,33.048,2.403680688,0,4.97,w_col,1,0,IGE
550,W_Vargas_5815_A,tinoides1,75.571,2.022180342,0,4.97,w_col,1,0,IGE
551,tinoides_M_C_Velez_1185_A_a,tinoides1,51.681,2.298075126,0,4.97,w_col,1,0,IGE
552,tinoides_J_Cuatrecasas_18552_A_a,tinoides1,30.549,2.703401002,0.027745408,4.97,w_col,1,0,IGE
553,tinoides_P_Franco_1720_B_a,tinoides1,52.994,1.850140752,0.049582269,4.97,w_col,1,0,IGE
554,tinoides_J_Carlos_Arias_59_A,tinoides1,40.366,2.100060643,0.052399916,4.97,w_col,1,0,IGE
555,tinoides_L_C_Jimenez_13_A_b,tinoides1,30.791,2.227651967,0.060377358,4.97,w_col,1,0,IGE
556,J_Velez_5321_A,tinoides1,33.336,2.058577406,0.062420024,4.97,w_col,1,0,IGE
557,F_Cardona_258_A,tinoides1,15.716,2.176781003,0.084745763,4.97,w_col,1,0,IGE
558,C_Murcia_1173_A,tinoides1,85.072,1.649759348,0.104443005,4.97,w_col,1,0,IGE
559,D_Moreno_19_A,tinoides1,39.832,2.002782194,0.210360242,4.97,w_col,1,0,IGE
560,tinoides_G_Galeano_2015_A_a,tinoides1,36.578,2.145739429,0.233508465,4.97,w_col,1,0,IGE
561,C_Murcia_166_A,tinoides1,24.959,2.163057657,0.373045749,4.97,w_col,1,0,IGE
562,HUH_00266701_A,tinoides2,28.244,2.335372069,0,4.97,e_col,1,0,IGE
563,tinoides_J_H_Torres_R_700_A_b,tinoides2,45.216,2.02173913,0,4.97,e_col,1,0,IGE
564,tinoides2.4 DSCN6276.jpg,tinoides2,34.865,1.908563135,0,4.97,e_col,1,0,IGE
565,tinoides2.1.jpg,tinoides2,20.494,2.473522167,0,4.97,e_col,1,0,IGE
566,tinoides2.3 DSCN6261.jpg,tinoides2,23.836,2.345843759,0,4.97,e_col,1,0,IGE
567,tinoides2.2 DSCN5933.jpg,tinoides2,16.39,2.215705442,0,4.97,e_col,1,0,IGE
568,J_Cuatrecasas_8011_A,tinoides2,27.334,1.989003108,0.145001088,4.97,e_col,1,0,IGE
569,J_Clark_5086_A,toronis,32.572,2.191954023,0,107.07,e_col,2,0,IGE
570,MO-1847152_A,toronis,46.397,2.182814302,0,4.97,e_col,1,0,IGE
571,toronis_T_B_Croat_59105_A,toronis,39.92,2.060197302,0,4.97,e_col,1,0,IGE
572,toronis_H_Lugo_S_1779_A,toronis,43.914,2.098217745,0.026568893,4.97,e_col,1,0,IGE
573,MO-1847146_A,toronis,35.508,2.155240175,0.028615578,107.07,e_col,2,0,IGE
574,toronis_B_Ollgaerd_9143_A,toronis,30.4,1.609298532,0.033168596,4.97,e_col,1,0,IGE
575,toronis_C_E_Ceron_M_1553_A,toronis,27.35,1.995930093,0.033537915,4.97,e_col,1,0,IGE
576,toronis_anti_DSCN6202_D_D_Soejarto_9423_A_a,toronis,37.646,2.568287037,0.056884439,4.97,e_col,1,0,IGE
577,H_Vargas_3925_A,toronis,36.508,2.060854917,0.056895767,4.97,e_col,1,0,IGE
578,J_Cuatrecasas_8599_A,toronis,34.819,2.326918671,0.059600083,4.97,e_col,1,0,IGE
579,W_Palacios_8390_B,toronis,48.384,2.062763038,0.183409317,4.97,e_col,1,0,IGE
580,D_Sanchez_1701_A,toronis,89.493,2.090478125,0.230414747,4.97,e_col,1,0,IGE
581,HUH_00266694_A,triphyllum,13.637,2.015332198,0,4.97,e_col,1,0,SGE
582,J_Betancur_4227_C,triphyllum,11.64,2.134345351,0,4.97,e_col,1,0,SGE
583,triphyllum_MD_1_Bogota_2012,triphyllum,24.654,2.020040589,0,4.97,e_col,1,0,SGE
584,triphyllum_anti_2_DSCN6049_E_Renteria_4156_B_c,triphyllum,14.403,1.704573171,0,4.97,e_col,1,0,SGE
585,triphyllum_anti_3_DSCN6056_J_G_Ramirez_22_A_b,triphyllum,18.499,2.109216038,0,4.97,e_col,1,0,SGE
586,triphyllum_anti_3_DSCN6210_E_Valderrama_B_c,triphyllum,6.012,2.323415978,0,4.97,e_col,1,0,SGE
587,triphyllum_L_Piedrahita_567_C_a,triphyllum,18.833,1.946993445,0,4.97,e_col,1,0,SGE
588,triphyllum_L_U_Uribe_5424_A_b,triphyllum,7.28,3.08891455,0,4.97,e_col,1,0,SGE
589,M_T_Dawe_168_C_a,triphyllum,14.554,1.82700157,0.047662171,4.97,e_col,1,0,SGE
590,J_Betancur_10943_B,triphyllum,8.51,2.242948135,0.06420958,4.97,e_col,1,0,SGE
591,triphyllum_M_J_Goudot_1866_A_a,triphyllum,22.659,2.368767908,0.079630514,4.97,e_col,1,0,SGE
592,triphyllum_anti_J_E_Calle_143_B_a,triphyllum,16.339,1.830614061,0.090155067,4.97,e_col,1,0,SGE
593,triphyllum_kew_1040_B_a,triphyllum,8.024,1.987648875,0.132074226,4.97,e_col,1,0,SGE
594,M_Munera_983_B,undulatum,41,2.575299867,0.052995575,4466.34,w_col,4,1,LPT
595,O_Marulanda_32_A,undulatum,36.258,1.981562047,0.060999787,4466.34,w_col,4,1,LPT
596,I_Rodriguez_3677_A,undulatum,42.481,2.567102397,0.099455481,4466.34,w_col,4,1,LPT
597,O_Marulanda_374_A,undulatum,63.39,1.806972916,0.138561729,4466.34,w_col,4,1,LPT
598,undulatum_anti_6_DSCN5881_W_Rodriguez_853_A_a,undulatum,40.806,2.798329079,0.153554793,4466.34,w_col,4,1,LPT
599,undulatum_1,undulatum,63.3,2.358193637,0.17660434,4466.34,w_col,4,1,LPT
600,undulatum_anti_15_DSCN6178_J_L_Zarucchi_6312_A_b,undulatum,46.481,2.061590146,0.194779899,4466.34,w_col,4,1,LPT
601,J_Diaz_34_A,undulatum,51.21,2.558637084,0.202638808,4466.34,w_col,4,1,LPT
602,undulatum_anti_8_DSCN6062_L_Albert_de_Escobar_6762_A_a,undulatum,59.195,2.300139762,0.202949533,4466.34,w_col,4,1,LPT
603,undulatum_2,undulatum,143.982,2.491489858,0.209301978,4466.34,w_col,4,1,LPT
604,L_Giraldo_712_A,undulatum,50.812,2.182001837,0.209721769,4466.34,w_col,4,1,LPT
605,CNHM_1399661_A,undulatum,28.532,3.281635107,0.233317779,4466.34,w_col,4,1,LPT
606,G_Cormino_56_A,undulatum,50.814,1.879665928,0.234246896,4466.34,w_col,4,1,LPT
607,D_Tuberquia_2344_A,undulatum,63.944,2.419238062,0.255313717,4466.34,w_col,4,1,LPT
608,L_Londono_130_A,undulatum,60.346,1.790413677,0.283667825,4466.34,w_col,4,1,LPT
609,J_Benavides_48_A,undulatum,95.763,2.514072372,0.306649176,4466.34,w_col,4,1,LPT
610,undulatum_anti_5_DSCN5869_M_Correa_806_A_b,undulatum,31.834,2.767180559,0.317286336,4466.34,w_col,4,1,LPT
611,undulatum_anti_11_DSCN6114_J_L_Zarucchi_4599_A_a,undulatum,38.818,2.609834559,0.324105334,4466.34,w_col,4,1,LPT
612,H_David_191_A,undulatum,37.696,2.089296891,0.341000682,4466.34,w_col,4,1,LPT
613,undulatum_anti_12_DSCN6132_S_Morales_6102_A_a,undulatum,45.938,1.86035313,0.394844459,4466.34,w_col,4,1,LPT
614,J_Zarucchi_6117_A,undulatum,36.665,2.322033898,0.435717982,4466.34,w_col,4,1,LPT
615,F_Alzate_867_B,undulatum,42.938,2.272579001,0.517020871,4466.34,w_col,4,1,LPT
616,J_Luteyn_11863_A,undulatum,45.228,2.184846124,0.525499882,4466.34,w_col,4,1,LPT
636,subdentatum_DSCN8747_C_a,villosum,10.012,1.57937346,0,4.97,jamaica,1,0,IGE
637,A_Gentry_50996_A,villosum,25.64,1.96200049,0,107.07,jamaica,2,0,IGE
638,villosum_Holly_Mount_1_5-23_DSCN8781_a,villosum,18.67,2.550605961,0,107.07,jamaica,2,0,IGE
639,villosum_Holly_mount_2_5-23_DSCN8797_a,villosum,36.58,1.74380805,0,107.07,jamaica,2,0,IGE
640,villosum_holly_mount_3_5-23DSCN8821_a,villosum,45.382,1.777933696,0,4.97,jamaica,1,0,IGE
641,villosum_mason_river_preserve_5-23_a,villosum,24.562,1.688821752,0,973.72,jamaica,3,1,IGE
642,villosum_Mount_Horeb_2-26_a,villosum,40.578,1.386631717,0,107.07,jamaica,2,0,IGE
643,villosum_road_to_blue_mountain_5-27_DSCN9095_a,villosum,37.519,1.866574422,0,973.72,jamaica,3,1,IGE
644,villosum_road_to_Newcastle_2_5-26_DSCN9052_a,villosum,39.732,1.397374107,0,973.72,jamaica,3,1,IGE
645,villosum_cinchona_1_5-29_DSCN9215_a-1,villosum,40.382,1.733382299,0.061663686,107.07,jamaica,2,0,IGE
646,villosum_G_Webster_13630_B_b,villosum,35.83,1.529293299,0.091555528,973.72,jamaica,3,1,IGE
647,subdentatum_DSCN8766_a,villosum,12.265,1.641699092,0.105485232,107.07,jamaica,2,0,IGE
648,villosum_MD_629_C_a,villosum,42.643,1.751257184,0.118711975,107.07,jamaica,2,0,IGE
649,subdentatum_DSCN8708_C_a,villosum,12.136,1.458678955,0.159549008,107.07,jamaica,2,0,IGE
650,villosum_MD_626_A,villosum,36.388,1.552443712,0.200287078,973.72,jamaica,3,1,IGE
651,S_Sinha_1067_A,villosum,30.712,1.76044982,0.202586352,973.72,jamaica,3,1,IGE
652,villosum_W_Harris_9255_B_a,villosum,67.469,1.567472646,0.208135797,973.72,jamaica,3,1,IGE
653,subdentatum_DSCN8761_A_b,villosum,10.714,1.77625406,0.233032333,107.07,jamaica,2,0,IGE
654,villosum_MD_628_a,villosum,31.178,1.453971292,0.246800409,973.72,jamaica,3,1,IGE
655,subdentatum_DSCN8702_B_b,villosum,11.612,1.814996496,0.263171746,107.07,jamaica,2,0,IGE
656,subdentatum_blue_mountain_peak_5-28_DSCN9162_a,villosum,13.652,1.296286182,0.429115486,107.07,jamaica,2,0,IGE
